law_id,title,candidate_grade,pending_items,events_total,events_dv_html,events_dv_pdf,events_unlocated,events_dv_offline,pdf_pages_estimate,base_source,dv_identifier
naredba-52-ot-16-yuli-2026-g-za-reda-i-nachina-za-otchislyavane-na-taksite-po-ch,"НАРЕДБА № 52 ОТ 16 ЮЛИ 2026 Г. ЗА РЕДА И НАЧИНА ЗА ОТЧИСЛЯВАНЕ НА ТАКСИТЕ ПО ЧЛ. 123Ц, АЛ. 1, ЧЛ. 201, АЛ. 1, Т. 2 И ЧЛ. 256, АЛ. 1, Т. 3 ОТ КОДЕКСА ЗА СОЦИАЛНО ОСИГУРЯВАНЕ, СЪБИРАНИ ОТ ПЕНСИОННООСИГУРИТЕЛНИТЕ ДРУЖЕСТВА",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-244884
naredba-52-ot-18-fevruari-2002-g-za-zhelezopaten-prevoz-na-voenni-tovari-tehnika,"НАРЕДБА № 52 ОТ 18 ФЕВРУАРИ 2002 Г. ЗА ЖЕЛЕЗОПЪТЕН ПРЕВОЗ НА ВОЕННИ ТОВАРИ, ТЕХНИКА И ВОЙСКИ",B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,4,dv_pdf,
naredba-52-ot-21102016-g-za-reda-i-nachina-za-otchislyavane-na-taksite-po-chl-20,"НАРЕДБА № 52 ОТ 21.10.2016 Г. ЗА РЕДА И НАЧИНА ЗА ОТЧИСЛЯВАНЕ НА ТАКСИТЕ ПО ЧЛ. 201, АЛ. 1, Т. 2 И 3 И ЧЛ. 256, АЛ. 1, Т. 3 ОТ КОДЕКСА ЗА СОЦИАЛНО ОСИГУРЯВАНЕ, СЪБИРАНИ ОТ ПЕНСИОННООСИГУРИТЕЛНИТЕ ДРУЖЕСТВА (ЗАГЛ. ИЗМ. - ДВ, БР. 31 ОТ 2018 Г., В СИЛА ОТ 19.11.2018 Г., ИЗМ. - ДВ, БР. 55 ОТ 2021 Г.)",B-pending,events_pending;chain_scan;promulgation_unlocated;freeze,4,1,0,3,0,0,unlocated,
naredba-52-ot-28-april-2006-g-za-zdravnite-iziskvaniya-kam-ovtse-i-kozi-pri-prid,"НАРЕДБА № 52 ОТ 28 АПРИЛ 2006 Г. ЗА ЗДРАВНИТЕ ИЗИСКВАНИЯ КЪМ ОВЦЕ И КОЗИ ПРИ ПРИДВИЖВАНЕТО ИЛИ ТРАНСПОРТИРАНЕТО ИМ МЕЖДУ РЕПУБЛИКА БЪЛГАРИЯ И ДЪРЖАВИТЕ - ЧЛЕНКИ НА ЕВРОПЕЙСКИЯ СЪЮЗ, ЗА ОПРЕДЕЛЯНЕ НА ЗДРАВНИЯ СТАТУС НА ОБЕКТИТЕ, ОТ КОИТО ПРОИЗХОЖДАТ, И ДОПЪЛНИТЕЛНИТЕ ГАРАНЦИИ ЗА ЗДРАВНИЯ СТАТУС НА ТЕЗИ ОБЕКТИ",B-pending,events_pending;chain_scan;base_audit;freeze,5,5,0,0,0,0,dv_html,dv-2121
naredba-52-ot-3-noemvri-2025-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-b,"НАРЕДБА № 52 ОТ 3 НОЕМВРИ 2025 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""БАЛНЕОЛОГИЧНИ И ВЪЗСТАНОВИТЕЛНИ ПРОЦЕДУРИ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-238627
naredba-52-ot-5-may-2026-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-ribov,"НАРЕДБА № 52 ОТ 5 МАЙ 2026 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""РИБОВЪДСТВО И АКВАКУЛТУРИ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-243318
naredba-53-ot-10-fevruari-2003-g-za-kombiniran-prevoz-na-tovari,НАРЕДБА № 53 ОТ 10 ФЕВРУАРИ 2003 Г. ЗА КОМБИНИРАН ПРЕВОЗ НА ТОВАРИ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-101658
naredba-53-ot-13-dekemvri-2010-g-za-usloviyata-i-reda-za-osiguryavane-na-denonos,"НАРЕДБА № 53 ОТ 13 ДЕКЕМВРИ 2010 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ОСИГУРЯВАНЕ НА ДЕНОНОЩЕН ДОСТЪП НА ЛЕКАРИТЕ, ПРЯКО УЧАСТВАЩИ В МЕДИЦИНСКОТО ОБСЛУЖВАНЕ НА ПОТЕНЦИАЛНИЯ ДОНОР, ДО СЛУЖЕБНИЯ РЕГИСТЪР НА ИЗПЪЛНИТЕЛНАТА АГЕНЦИЯ ""МЕДИЦИНСКИ НАДЗОР"", КОЙТО ВКЛЮЧВА ЛИЦАТА, ИЗРАЗИЛИ НЕСЪГЛАСИЕ ЗА ВЗЕМАНЕ НА ОРГАНИ, ТЪКАНИ И КЛЕТКИ (ЗАГЛ. ИЗМ. - ДВ, БР. 41 ОТ 2019 Г., В СИЛА ОТ 21.05.2019 Г.)",B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-41858
naredba-53-ot-23-dekemvri-2016-g-za-iziskvaniyata-kam-otchetnostta-otsenkata-na-,"НАРЕДБА № 53 ОТ 23 ДЕКЕМВРИ 2016 Г. ЗА ИЗИСКВАНИЯТА КЪМ ОТЧЕТНОСТТА, ОЦЕНКАТА НА АКТИВИТЕ И ПАСИВИТЕ И ОБРАЗУВАНЕТО НА ТЕХНИЧЕСКИТЕ РЕЗЕРВИ НА ЗАСТРАХОВАТЕЛИТЕ, ПРЕЗАСТРАХОВАТЕЛИТЕ И ГАРАНЦИОННИЯ ФОНД",B-pending,events_pending;chain_scan;base_audit;freeze,8,2,0,6,0,0,dv_html,dv-110930
naredba-53-ot-3-noemvri-2025-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-t,"НАРЕДБА № 53 ОТ 3 НОЕМВРИ 2025 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ТЕХНИК ПО ОЧНА ОПТИКА""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-238628
naredba-53-ot-5-may-2026-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-zoote,"НАРЕДБА № 53 ОТ 5 МАЙ 2026 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ЗООТЕХНИКА""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-243319
naredba-54-ot-13-dekemvri-2010-g-za-deynostta-na-natsionalnata-sistema-za-monito,НАРЕДБА № 54 ОТ 13 ДЕКЕМВРИ 2010 Г. ЗА ДЕЙНОСТТА НА НАЦИОНАЛНАТА СИСТЕМА ЗА МОНИТОРИНГ НА ШУМА В ОКОЛНАТА СРЕДА И ЗА ИЗИСКВАНИЯТА ЗА ПРОВЕЖДАНЕ НА СОБСТВЕН МОНИТОРИНГ И ПРЕДОСТАВЯНЕ НА ИНФОРМАЦИЯ ОТ ПРОМИШЛЕНИТЕ ИЗТОЧНИЦИ НА ШУМ В ОКОЛНАТА СРЕДА,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-42100
naredba-54-ot-15-yuni-2026-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-par,"НАРЕДБА № 54 ОТ 15 ЮНИ 2026 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ПАРАМЕДИК""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-244163
naredba-54-ot-2-yuni-2003-g-za-meditsinskite-i-psihologicheskite-iziskvaniya-kam,"НАРЕДБА № 54 ОТ 2 ЮНИ 2003 Г. ЗА МЕДИЦИНСКИТЕ И ПСИХОЛОГИЧЕСКИТЕ ИЗИСКВАНИЯ КЪМ ПЕРСОНАЛА, КОЙТО ОСЪЩЕСТВЯВА ЖЕЛЕЗОПЪТНИ ПРЕВОЗИ НА ПЪТНИЦИ И ТОВАРИ И СЪПЪТСТВАЩИТЕ ГИ ДЕЙНОСТИ, И ЗА ПРОВЕЖДАНЕ НА ПРЕДПЪТНИТЕ (ПРЕДСМЕННИ) МЕДИЦИНСКИ ПРЕГЛЕДИ",B-pending,events_pending;chain_scan;base_audit;freeze,2,2,0,0,0,0,dv_html,dv-107041
naredba-54-ot-29-dekemvri-2016-g-za-tehnicheskite-iziskvaniya-i-otsenyavane-saot,НАРЕДБА № 54 ОТ 29 ДЕКЕМВРИ 2016 Г. ЗА ТЕХНИЧЕСКИТЕ ИЗИСКВАНИЯ И ОЦЕНЯВАНЕ СЪОТВЕТСТВИЕТО НА ОБОРУДВАНЕТО НА МОРСКИТЕ КОРАБИ,B-pending,events_pending;chain_scan;base_audit;freeze,2,0,0,2,0,0,dv_html,dv-110872
naredba-54-ot-3-noemvri-2025-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-o,"НАРЕДБА № 54 ОТ 3 НОЕМВРИ 2025 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ОПТОМЕТРИЧНА ТЕХНИКА И РЕФРАКЦИОНИРАНЕ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-238629
naredba-54-ot-30-dekemvri-2016-g-za-registrite-na-garantsionniya-fond-za-obmena-,"НАРЕДБА № 54 ОТ 30 ДЕКЕМВРИ 2016 Г. ЗА РЕГИСТРИТЕ НА ГАРАНЦИОННИЯ ФОНД ЗА ОБМЕНА И ЗАЩИТАТА НА ИНФОРМАЦИЯТА И ЗА ИЗДАВАНЕТО И ОТЧИТАНЕТО НА ЗАДЪЛЖИТЕЛНИТЕ ЗАСТРАХОВКИ ПО ЧЛ. 461, Т. 1 И 2 ОТ КОДЕКСА ЗА ЗАСТРАХОВАНЕТО",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-110981
naredba-55-ot-11-yuli-2017-g-za-opredelyane-na-ekvivalentni-regulirani-pazari-za,"НАРЕДБА № 55 ОТ 11 ЮЛИ 2017 Г. ЗА ОПРЕДЕЛЯНЕ НА ЕКВИВАЛЕНТНИ РЕГУЛИРАНИ ПАЗАРИ (ЗАГЛ. ИЗМ. - ДВ, БР. 66 ОТ 2019 Г.)",B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-116161
naredba-55-ot-13-dekemvri-2010-g-za-usloviyata-i-reda-za-izdavane-na-litsenzii-z,"НАРЕДБА № 55 ОТ 13 ДЕКЕМВРИ 2010 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ИЗДАВАНЕ НА ЛИЦЕНЗИИ ЗА ДЕЙНОСТИ С НАРКОТИЧНИ ВЕЩЕСТВА ЗА МЕДИЦИНСКИ ЦЕЛИ (ЗАГЛ. ИЗМ. - ДВ, БР. 37 ОТ 2013 Г.)",B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-41919
naredba-55-ot-28-april-2006-g-za-zdravnite-iziskvaniya-kam-nyakoi-kopitni-zhivot,НАРЕДБА № 55 ОТ 28 АПРИЛ 2006 Г. ЗА ЗДРАВНИТЕ ИЗИСКВАНИЯ КЪМ НЯКОИ КОПИТНИ ЖИВОТНИ ПРИ ВНАСЯНЕ ИЛИ ТРАНЗИТНО ПРЕМИНАВАНЕ ПРЕЗ ТЕРИТОРИЯТА НА ЕВРОПЕЙСКИЯ СЪЮЗ,B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-2019
naredba-55-ot-29-yanuari-2004-g-za-proektirane-i-stroitelstvo-na-zhelezopatni-li,"НАРЕДБА № 55 ОТ 29 ЯНУАРИ 2004 Г. ЗА ПРОЕКТИРАНЕ И СТРОИТЕЛСТВО НА ЖЕЛЕЗОПЪТНИ ЛИНИИ, ЖЕЛЕЗОПЪТНИ ГАРИ, ЖЕЛЕЗОПЪТНИ ПРЕЛЕЗИ И ДРУГИ ЕЛЕМЕНТИ ОТ ЖЕЛЕЗОПЪТНАТА ИНФРАСТРУКТУРА",B-pending,events_pending;chain_scan;base_audit;freeze,2,1,0,1,0,0,dv_html,dv-21558
naredba-55-ot-4-noemvri-2025-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-a,"НАРЕДБА № 55 ОТ 4 НОЕМВРИ 2025 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""АСИСТИРАНЕ В ДЕНТАЛНАТА МЕДИЦИНА""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-238658
naredba-56-ot-14-fevruari-2003-g-za-iziskvaniyata-usloviyata-i-reda-za-obuchenie,"НАРЕДБА № 56 ОТ 14 ФЕВРУАРИ 2003 Г. ЗА ИЗИСКВАНИЯТА, УСЛОВИЯТА И РЕДА ЗА ОБУЧЕНИЕ НА КАНДИДАТИТЕ ЗА ПРИДОБИВАНЕ НА ПРАВОСПОСОБНОСТ, ИЗИСКВАНА ОТ ПЕРСОНАЛА, ОТГОВОРЕН ЗА БЕЗОПАСНОСТТА НА ПРЕВОЗИТЕ С ЖЕЛЕЗОПЪТЕН ТРАНСПОРТ, ИЛИ ПРИЗНАВАНЕ НА ТАКАВА ПРАВОСПОСОБНОСТ И РЕДА ЗА ПРОВЕЖДАНЕ НА ПРОВЕРОЧНИТЕ ИЗПИТИ НА ЛИЦАТА ОТ ПЕРСОНАЛА, ОТГОВОРЕН ЗА БЕЗОПАСНОСТТА НА ПРЕВОЗИТЕ (ЗАГЛ. ПОПР. - ДВ, БР. 59 ОТ 2003 Г., ДОП. - ДВ, БР. 94 ОТ 2005 Г., ИЗМ. - ДВ, БР. 102 ОТ 2009 Г.)",B-pending,events_pending;chain_scan;promulgation_unlocated;freeze,9,5,0,4,0,0,unlocated,
naredba-56-ot-4-noemvri-2025-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-p,"НАРЕДБА № 56 ОТ 4 НОЕМВРИ 2025 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ПРОИЗВОДСТВО НА СТРОИТЕЛНИ ИЗДЕЛИЯ ОТ ДЪРВЕСИНА, ВРАТИ И ПРОЗОРЦИ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-238659
naredba-56-ot-4-yanuari-2018-g-za-minimalnoto-sadarzhanie-na-investitsionnite-po,"НАРЕДБА № 56 ОТ 4 ЯНУАРИ 2018 Г. ЗА МИНИМАЛНОТО СЪДЪРЖАНИЕ НА ИНВЕСТИЦИОННИТЕ ПОЛИТИКИ И ИНВЕСТИЦИОННИТЕ СТРАТЕГИИ НА ФОНДОВЕТЕ ЗА ДОПЪЛНИТЕЛНО ПЕНСИОННО ОСИГУРЯВАНЕ (ЗАГЛ. ДОП. - ДВ, БР. 61 ОТ 2026 Г., В СИЛА ОТ 01.01.2027 Г.)",B-pending,events_pending;chain_scan;base_audit;freeze,3,0,0,3,0,0,dv_html,dv-121451
naredba-56-ot-9-may-2006-g-opredelyashta-obraztsite-na-ofitsialnite-fitosanitarn,"НАРЕДБА № 56 ОТ 9 МАЙ 2006 Г. ОПРЕДЕЛЯЩА ОБРАЗЦИТЕ НА ОФИЦИАЛНИТЕ ФИТОСАНИТАРНИ СЕРТИФИКАТИ И НА ФИТОСАНИТАРНИТЕ СЕРТИФИКАТИ ЗА РЕЕКСПОРТ, СЪПРОВОЖДАЩИ РАСТЕНИЯ, РАСТИТЕЛНИ И ДРУГИ ПРОДУКТИ ОТ ТРЕТИ СТРАНИ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-2020
naredba-57-ot-16-yanuari-2018-g-za-iziskvaniyata-kam-godishniya-doklad-za-profes,НАРЕДБА № 57 ОТ 16 ЯНУАРИ 2018 Г. ЗА ИЗИСКВАНИЯТА КЪМ ГОДИШНИЯ ДОКЛАД ЗА ПРОФЕСИОНАЛНАТА СХЕМА И ЗА РЕДА И НАЧИНА ЗА ПРЕДОСТАВЯНЕ НА ДАННИ ЗА УПРАВЛЕНИЕТО НА ПРОФЕСИОНАЛНА СХЕМА НА ЧУЖДЕСТРАННО ПРЕДПРИЯТИЕ ОСИГУРИТЕЛ,B-pending,events_pending;chain_scan;base_audit;freeze,2,0,0,2,0,0,dv_html,dv-121947
naredba-57-ot-4-noemvri-2025-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-p,"НАРЕДБА № 57 ОТ 4 НОЕМВРИ 2025 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ПРОИЗВОДСТВО НА БИОКОМПОЗИТНИ МАТЕРИАЛИ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-238660
naredba-57-ot-9-yuni-2004-g-za-postigane-na-operativna-savmestimost-na-natsional,"НАРЕДБА № 57 ОТ 9 ЮНИ 2004 Г. ЗА ПОСТИГАНЕ НА ОПЕРАТИВНА СЪВМЕСТИМОСТ НА НАЦИОНАЛНАТА ЖЕЛЕЗОПЪТНА СИСТЕМА С ЖЕЛЕЗОПЪТНАТА СИСТЕМА В РАМКИТЕ НА ЕВРОПЕЙСКИЯ СЪЮЗ (ЗАГЛ. ИЗМ. - ДВ, БР. 88 ОТ 2007 Г., ИЗМ. - ДВ, БР. 84 ОТ 2010 Г., ИЗМ. - ДВ, БР. 5 ОТ 2012 Г.)",B-pending,events_pending;chain_scan;base_audit;freeze,16,8,0,8,0,0,dv_html,dv-20010
naredba-58-ot-13-fevruari-2012-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata,"НАРЕДБА № 58 ОТ 13 ФЕВРУАРИ 2012 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""МУЗИКАНТ-ИНСТРУМЕНТАЛИСТ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-61949
naredba-58-ot-2-avgust-2006-g-za-pravilata-za-tehnicheskata-eksploatatsiya-dvizh,"НАРЕДБА № 58 ОТ 2 АВГУСТ 2006 Г. ЗА ПРАВИЛАТА ЗА ТЕХНИЧЕСКАТА ЕКСПЛОАТАЦИЯ, ДВИЖЕНИЕТО НА ВЛАКОВЕТЕ И СИГНАЛИЗАЦИЯТА В ЖЕЛЕЗОПЪТНИЯ ТРАНСПОРТ",B-pending,events_pending;chain_scan;base_audit;freeze,6,3,0,3,0,0,dv_html,dv-2505
naredba-58-ot-28-fevruari-2018-g-za-iziskvaniyata-za-zashtita-na-finansovite-ins,"НАРЕДБА № 58 ОТ 28 ФЕВРУАРИ 2018 Г. ЗА ИЗИСКВАНИЯТА ЗА ЗАЩИТА НА ФИНАНСОВИТЕ ИНСТРУМЕНТИ И ПАРИЧНИТЕ СРЕДСТВА НА КЛИЕНТИ, ЗА УПРАВЛЕНИЕ НА ПРОДУКТИ И ЗА ПРЕДОСТАВЯНЕ ИЛИ ПОЛУЧАВАНЕ НА ВЪЗНАГРАЖДЕНИЯ, КОМИСИОНИ, ДРУГИ ПАРИЧНИ ИЛИ НЕПАРИЧНИ ОБЛАГИ",B-pending,events_pending;chain_scan;base_audit;freeze,5,1,0,4,0,0,dv_html,dv-123942
naredba-58-ot-4-noemvri-2025-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-d,"НАРЕДБА № 58 ОТ 4 НОЕМВРИ 2025 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ДИГИТАЛНО ПРОЕКТИРАНЕ НА МЕБЕЛИ И ИНТЕРИОР""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-238661
naredba-59-ot-13-fevruari-2012-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata,"НАРЕДБА № 59 ОТ 13 ФЕВРУАРИ 2012 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""МУЗИКАНТ-ВОКАЛИСТ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-62179
naredba-59-ot-4-april-2018-g-za-funktsiite-i-zadalzheniyata-na-zvenata-sluzhbite,"НАРЕДБА № 59 ОТ 4 АПРИЛ 2018 Г. ЗА ФУНКЦИИТЕ И ЗАДЪЛЖЕНИЯТА НА ЗВЕНАТА, СЛУЖБИТЕ И ЛИЦАТА, ОСЪЩЕСТВЯВАЩИ УПРАВЛЕНИЕ НА РИСКА, ВЪТРЕШЕН КОНТРОЛ И ВЪТРЕШЕН ОДИТ В ПЕНСИОННООСИГУРИТЕЛНИТЕ ДРУЖЕСТВА",B-pending,events_pending;chain_scan;base_audit;freeze,3,0,0,3,0,0,dv_html,dv-125259
naredba-59-ot-4-noemvri-2025-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-m,"НАРЕДБА № 59 ОТ 4 НОЕМВРИ 2025 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""МЕБЕЛНО ПРОИЗВОДСТВО И РЕСТАВРАЦИЯ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-238662
naredba-59-ot-5-dekemvri-2006-g-za-upravlenie-na-bezopasnostta-v-zhelezopatniya-,НАРЕДБА № 59 ОТ 5 ДЕКЕМВРИ 2006 Г. ЗА УПРАВЛЕНИЕ НА БЕЗОПАСНОСТТА В ЖЕЛЕЗОПЪТНИЯ ТРАНСПОРТ,B-pending,events_pending;chain_scan;base_audit;freeze,10,8,0,2,0,0,dv_html,dv-2984
naredba-6-ot-1-noemvri-2011-g-za-iziskvaniyata-za-poshtenskata-sigurnost,НАРЕДБА № 6 ОТ 1 НОЕМВРИ 2011 Г. ЗА ИЗИСКВАНИЯТА ЗА ПОЩЕНСКАТА СИГУРНОСТ,B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-58339
naredba-6-ot-10-avgust-2011-g-za-zdravoslovno-hranene-na-detsata-na-vazrast-ot-3,НАРЕДБА № 6 ОТ 10 АВГУСТ 2011 Г. ЗА ЗДРАВОСЛОВНО ХРАНЕНЕ НА ДЕЦАТА НА ВЪЗРАСТ ОТ 3 ДО 7 ГОДИНИ В ДЕТСКИ ЗАВЕДЕНИЯ,B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-56035
naredba-6-ot-10-oktomvri-2017-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-,"НАРЕДБА № 6 ОТ 10 ОКТОМВРИ 2017 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ПЛЕТАЧ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-118897
naredba-6-ot-11-april-2014-g-za-usloviyata-i-reda-za-osashtestvyavane-na-program,НАРЕДБА № 6 ОТ 11 АПРИЛ 2014 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ОСЪЩЕСТВЯВАНЕ НА ПРОГРАМИ ЗА ПРЕВЕНЦИЯ НА УПОТРЕБАТА НА НАРКОТИЧНИ ВЕЩЕСТВА,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-84354
naredba-6-ot-11-avgust-2016-g-za-usvoyavaneto-na-balgarskiya-knizhoven-ezik,НАРЕДБА № 6 ОТ 11 АВГУСТ 2016 Г. ЗА УСВОЯВАНЕТО НА БЪЛГАРСКИЯ КНИЖОВЕН ЕЗИК,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-106783
naredba-6-ot-11-fevruari-2021-g-za-usloviyata-i-reda-za-provezhdane-na-sleddiplo,НАРЕДБА № 6 ОТ 11 ФЕВРУАРИ 2021 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРОВЕЖДАНЕ НА СЛЕДДИПЛОМНО ОБУЧЕНИЕ В ОБЛАСТТА НА ВЕТЕРИНАРНАТА МЕДИЦИНА,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-155970
naredba-6-ot-11-mart-2020-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-pomo,"НАРЕДБА № 6 ОТ 11 МАРТ 2020 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ПОМОЩНИК В СТРОИТЕЛСТВОТО""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-147158
naredba-6-ot-12-dekemvri-1997-g-za-izvarshvane-na-prevoz-na-trudnopodvizhni-lits,НАРЕДБА № 6 ОТ 12 ДЕКЕМВРИ 1997 Г. ЗА ИЗВЪРШВАНЕ НА ПРЕВОЗ НА ТРУДНОПОДВИЖНИ ЛИЦА,B-pending,events_pending;chain_scan;base_audit;freeze,1,0,1,0,0,8,dv_pdf,
naredba-6-ot-12-yuni-1995-g-za-transkriptsiya-i-pravopis-na-chuzhdi-geografski-i,НАРЕДБА № 6 ОТ 12 ЮНИ 1995 Г. ЗА ТРАНСКРИПЦИЯ И ПРАВОПИС НА ЧУЖДИ ГЕОГРАФСКИ ИМЕНА НА БЪЛГАРСКИ ЕЗИК,B-pending,events_pending;chain_scan;base_audit;freeze,3,0,3,0,0,16,dv_pdf,
naredba-6-ot-13-yuli-2004-g-za-reda-za-investirane-na-aktivite-na-fondovete-za-d,"НАРЕДБА № 6 ОТ 13 ЮЛИ 2004 Г. ЗА РЕДА ЗА ИНВЕСТИРАНЕ НА АКТИВИТЕ НА ФОНДОВЕТЕ ЗА ДОПЪЛНИТЕЛНО ПЕНСИОННО ОСИГУРЯВАНЕ В ЧУЖДЕСТРАННИ ЦЕННИ КНИЖА, ЗА ВИДОВЕТЕ ЧУЖДЕСТРАННИ ЦЕННИ КНИЖА, ИЗИСКВАНИЯТА КЪМ ТЯХ И РЕГУЛИРАНИТЕ ПАЗАРИ, НА КОИТО ТЕ СЕ ТЪРГУВАТ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-19539
naredba-6-ot-13-yuni-2019-g-za-servitutite-koito-vaznikvat-v-polza-na-operatorit,"НАРЕДБА № 6 ОТ 13 ЮНИ 2019 Г. ЗА СЕРВИТУТИТЕ, КОИТО ВЪЗНИКВАТ В ПОЛЗА НА ОПЕРАТОРИТЕ НА ЕЛЕКТРОННИ СЪОБЩИТЕЛНИ МРЕЖИ ПО ЗАКОНА ЗА ЕЛЕКТРОННИТЕ СЪОБЩИТЕЛНИ МРЕЖИ И ФИЗИЧЕСКА ИНФРАСТРУКТУРА",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-138586
naredba-6-ot-14-avgust-2018-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-ag,"НАРЕДБА № 6 ОТ 14 АВГУСТ 2018 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""АГРОЕКОЛОГ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-129561
